Category,Product,Product ID,Price,Old Price,Description,Image URL,Product URL
Food,Bananas- Bunch,1,$1.45,,This is a great Food,https://assets.shop.loblaws.ca/products/20175355001/b1/en/front/20175355001_front_a01_@2.png,https://www.loblaws.ca/bananas-bunch/p/20175355001_KG
Food,English Cucumber,2,$1.69,,This is a great Food,https://assets.shop.loblaws.ca/products/20070132001/b1/en/front/20070132001_front_a01_@2.png,https://www.loblaws.ca/english-cucumber/p/20070132001_EA
Food,Green Onion,3,$1.49,,This is a great Food,https://assets.shop.loblaws.ca/products/20107500001/b1/en/front/20107500001_front_a01_@2.png,https://www.loblaws.ca/green-onion/p/20107500001_EA
Food,Celery Stalks,4,$2.99,,This is a great Food,https://assets.shop.loblaws.ca/products/20163119001/b1/en/front/20163119001_front_a01_@2.png,https://www.loblaws.ca/celery-stalks/p/20163119001_EA
Food,Large Grade A Eggs,5,$3.29,,This is a great Food,https://assets.shop.loblaws.ca/products/20812144001/b1/en/front/20812144001_front_a01_@2.png,https://www.loblaws.ca/large-grade-a-eggs/p/20812144001_EA
Food,Yellow Onions 3lb Bag,6,$2.49,,This is a great Food,https://assets.shop.loblaws.ca/products/20811994001/b1/en/front/20811994001_front_a01_@2.png,https://www.loblaws.ca/yellow-onions-3lb-bag/p/20811994001_EA
Food,Broccoli,7,$3.99,,This is a great Food,https://assets.shop.loblaws.ca/products/20145621001/b1/en/front/20145621001_front_a01_@2.png,https://www.loblaws.ca/broccoli/p/20145621001_EA
Food,Raspberries 1/2 Pint,8,$3.99,,This is a great Food,https://assets.shop.loblaws.ca/products/20128938001/b1/en/front/20128938001_front_a01_@2.png,https://www.loblaws.ca/raspberries-1-2-pint/p/20128938001_EA
Food,Cauliflower,9,$3.99,,This is a great Food,https://assets.shop.loblaws.ca/products/20135377001/b1/en/front/20135377001_front_a01_@2.png,https://www.loblaws.ca/cauliflower/p/20135377001_EA
Food,Sweet Potato,10,$2.49,,This is a great Food,https://assets.shop.loblaws.ca/products/20127708001/b1/en/front/20127708001_front_a01_@2.png,https://www.loblaws.ca/sweet-potato/p/20127708001_KG
Food,Strawberries 1LB,11,$2.99,,This is a great Food,https://assets.shop.loblaws.ca/products/20049778001/b1/en/front/20049778001_front_a01_@2.png,https://www.loblaws.ca/strawberries-1lb/p/20049778001_EA
Food,Lettuce Iceberg,12,$2.99,,This is a great Food,https://assets.shop.loblaws.ca/products/20135326001/b1/en/front/20135326001_front_a01_@2.png,https://www.loblaws.ca/lettuce-iceberg/p/20135326001_EA
Food,Russet Potatoes 10lb Bag,13,$4.99,,This is a great Food,https://assets.shop.loblaws.ca/products/20601020001/b1/en/front/20601020001_front_a01_@2.png,https://www.loblaws.ca/russet-potatoes-10lb-bag/p/20601020001_EA
Food,Lemon,14,$1.09,,This is a great Food,https://assets.shop.loblaws.ca/products/20028593001/b1/en/front/20028593001_front_a01_@2.png,https://www.loblaws.ca/lemon/p/20028593001_EA
Food,Tomato on the Vine Red ( 1 Bunch),15,$3.12,,This is a great Food,https://assets.shop.loblaws.ca/products/20026703001/b1/en/front/20026703001_front_a01_@2.png,https://www.loblaws.ca/tomato-on-the-vine-red-1-bunch/p/20026703001_KG
Food,Tomato Beefsteak Red,16,$1.18,,This is a great Food,https://assets.shop.loblaws.ca/products/20426141001/b1/en/front/20426141001_front_a01_@2.png,https://www.loblaws.ca/tomato-beefsteak-red/p/20426141001_KG
Food,Carrots 3Lb,17,$2.49,,This is a great Food,https://assets.shop.loblaws.ca/products/20600927001/b1/en/front/20600927001_front_a01_@2.png,https://www.loblaws.ca/carrots-3lb/p/20600927001_EA
Food,Hass Avocados Bag,18,$3.99,,This is a great Food,https://assets.shop.loblaws.ca/products/20142232001/b1/en/front/20142232001_front_a01_@2.png,https://www.loblaws.ca/hass-avocados-bag/p/20142232001_EA
Food,Cilantro,19,$0.99,$2.49,This is a great Food,https://assets.shop.loblaws.ca/products/20091825001/b1/en/front/20091825001_front_a01_@2.png,https://www.loblaws.ca/cilantro/p/20091825001_EA
