Category,Product,Product ID,Price,Old Price,Description,Image URL,Product URL
Pet Supplies,Bones Mini Dog,6531,$19.99,,Product Number: 21360982_EA,https://assets.shop.loblaws.ca/products/21360982/b1/en/front/21360982_front_a01_@2.png,https://www.loblaws.ca/bones-mini-dog/p/21360982_EA
Pet Supplies,Hentastic Plastic Twist & Shake Foraging Chicken Pellet Feeder,6306,$38.70,,Handheld plastic chicken pellet feeder. Fill and shake over chickens to use. Made in the UK.[newline]Product Number: SP211292,https://assets.sellers.loblaw.ca/products/all/1291/211292_1.jpg?size=274,https://www.loblaws.ca/hentastic-plastic-twist-shake-foraging-chicken-pel/p/SP211292
Pet Supplies,Lil' Buddies Pet Laser Toy 5 Heads - 2 Pack,6381,$18.74,,Lil' Buddies Pet Laser Toy 5 Heads[newline]Product Number: SP130400,https://assets.sellers.loblaw.ca/products/all/1127/130400_1.jpg?size=274,https://www.loblaws.ca/lil-buddies-pet-laser-toy-5-heads-2-pack/p/SP130400
Pet Supplies,Pennine Small Lidded Fish Bowl (Clear),6456,$8.20,,8 round plastic fish bowl with lid.[newline]Product Number: SP211412,https://assets.sellers.loblaw.ca/products/all/1291/211412_1.jpg?size=274,https://www.loblaws.ca/pennine-small-lidded-fish-bowl-clear/p/SP211412
Pet Supplies,Vital Pet Products Corduroy And Leather Dog Coat,6532,$18.45,,Corduroy/leather dog coat. Ideal for your dog to wear in the cooler months. Coat size is determined by measuring nape of the neck to base of tail. Available in a variety of colours and sizes. Material: outside- 100% Cotton- inside- 100% Acrylic.[newline]Product Number: SP198184,https://assets.sellers.loblaw.ca/products/all/1291/198184_1.jpg?size=274,https://www.loblaws.ca/vital-pet-products-corduroy-and-leather-dog-coat/p/SP198184
Pet Supplies,Beaphar Lactol Milk Replacer For Puppies (May Vary),6382,$77.95,,Complete milk replacement feed for orphaned puppies. It can also be used for weaning puppies- pregnant or lactating dogs- or for sick or convalescing animals.[newline]Product Number: SP208762,https://assets.sellers.loblaw.ca/products/all/1291/208762_1.jpg?size=274,https://www.loblaws.ca/beaphar-lactol-milk-replacer-for-puppies-may-vary/p/SP208762
Pet Supplies,Handmade tent D60221,6457,$128.00,,This unique tent made of fabric material imported from Korea is handmade in Canada. High quality fabric is used. The tent comes with a cushion. The cushion cover is removable for easy washing.[newline]Product Number: SP67052,https://assets.sellers.loblaw.ca/products/all/1174/67052_1304398645_1.jpg?size=274,https://www.loblaws.ca/handmade-tent-d60221/p/SP67052
Pet Supplies,Almo Nature Biodegradable Clumping Cat Litter (May Vary),6307,$22.20,,Safe- natural and non-toxic. The litter is produced using only vegetable fibres and is additive-free- so it`s safe for your cat and the whole family. Absorbent and clean. Liquids are absorbed and remain trapped in a thin clump on the surface- leaving both the tray and the remaining litter clean. Soft on paws and does not stick to fur or legs- so less mess. Approx.500 g of litter per week when using a 2 cm base of product. 100% vegetable and biodegradable- the litter is totally free of additives and toxic agents. Clumps instantly and removes all odours. Produced from a sustainable natural resource. Compostable or Flushable.[newline]Product Number: SP210778,https://assets.sellers.loblaw.ca/products/all/1291/210778_1.jpg?size=274,https://www.loblaws.ca/almo-nature-biodegradable-clumping-cat-litter-may/p/SP210778
Pet Supplies,Sharples Small N Furry Carrot Wood Chew,6533,$3.95,,Fruit flavoured carrot shaped wood chew. Safe to chew. Cleans teeth.[newline]Product Number: SP214047,https://assets.sellers.loblaw.ca/products/all/1291/214047_1.jpg?size=274,https://www.loblaws.ca/sharples-small-n-furry-carrot-wood-chew/p/SP214047
Pet Supplies,SuperFish Floating Pond Basket,6458,$37.20,,Decorative feature. Fill with substrate and plants. Offers shelter and shade for fish. Dimensions: Hole diameter- 21cm- hole depth- 16cm- diameter of the basket- 30cm.[newline]Product Number: SP209109,https://assets.sellers.loblaw.ca/products/all/1291/209109_1.jpg?size=274,https://www.loblaws.ca/superfish-floating-pond-basket/p/SP209109
