Category,Product,Product ID,Price,Old Price,Description,Image URL,Product URL
Baby,Bowls For Ages 6+ Months,1126,$5.49,,· ASSORTED COLOURS AND FUN DESIGNS[newline]Product Number: 20555143_EA,https://assets.shop.loblaws.ca/products/20555143/b1/en/front/20555143_front_a01_@2.png,https://www.loblaws.ca/bowls-for-ages-6-months/p/20555143_EA
Food,Cantaloupe Slices,901,$4.49,,Product Number: 21219915_EA,https://assets.shop.loblaws.ca/products/21219915/b1/en/front/21219915_front_a01_@2.png,https://www.loblaws.ca/cantaloupe-slices/p/21219915_EA
Food,Chocolate Hazelnut Spread,976,$2.99,,Made with roasted hazelnuts- the goodness of skim milk and premium cocoa.[newline]Product Number: 20792384_EA,https://assets.shop.loblaws.ca/products/20792384/b1/en/front/20792384_front_a01_@2.png,https://www.loblaws.ca/chocolate-hazelnut-spread/p/20792384_EA
Baby,Minnie Mouse Toddler Girls 3pk Training Pants 2T Pack of 6,1051,$139.75,,Toddler Girls Minnie Mouse Potty Training Pants is a wonderul way to potty train your little one! The waist and leg bindings are self fabric for a comfy fit. Made of 100% combed cotton and tagless for extra comfort. These padded training pants provide coverage for minor accidents. Help your child make the transition to underwear.Minnie underwear and training pants combo pack. Combo contains 4 underwear and 3 training pants. Unique prints per pair- 100 percent cotton.[newline]Product Number: SP148117,https://assets.sellers.loblaw.ca/products/all/1127/148117_1.jpg?size=274,https://www.loblaws.ca/minnie-mouse-toddler-girls-3pk-training-pants-2t-p/p/SP148117
Food,Chocolate Fudge 8inch Cake,902,$25.99,,Product Number: 20943733_EA,https://assets.shop.loblaws.ca/products/20943733/b1/en/front/20943733_front_a01_@2.png,https://www.loblaws.ca/chocolate-fudge-8inch-cake/p/20943733_EA
Baby,B.BOX SPOUT CUP LEMON 240ml,1127,$17.99,,Is bub ready to move on from the bottle? The spout cup is the perfect starting base. The cup features an ergonomically angled silicone spout that’s ultra gentle on baby’s gum and comfortable to drink from. Easy-grip handles fits baby’s hand perfectly for easy drinking. The cup also features an in-built spout cover which not only keeps the mouthpiece clean- it means you’ll never lose the lid (think no more lost lids in the supermarket- or random loose lids in the drawer!) Interchangeable base and lid means you can switch between the spout- sippy cup and training lids as baby grows.[newline]Product Number: SP195875,https://assets.sellers.loblaw.ca/products/all/1245/195875_1.jpg?size=274,https://www.loblaws.ca/b-box-spout-cup-lemon-240ml/p/SP195875
Food,Onebun Sandwich Bun- Flax,977,$4.39,,Thin sandwich bun made with whole and ground flax seeds.[newline]Product Number: 20336956_EA,https://assets.shop.loblaws.ca/products/20336956/b1/en/front/20336956_front_a01_@2.png,https://www.loblaws.ca/onebun-sandwich-bun-flax/p/20336956_EA
Baby,Baby Care Good Dinosaur Playmat - Small,1052,$124.99,,Baby Care Playmats create a cushioned space for your little one to safely play- learn and toddle on without bumps or bruises. Whether it’s learning to sit- crawl or walk- these supportive playmats work to keep your child protect as they grow and learn new skills. Their slightly textured surface is soft and slip resistant. When not in use- simply roll these playmats up for easy storage. Each Baby Care Playmat is reversible- featuring a unique design on each side. With numerous designs to choose from- you’re sure to find the perfect playmat for your home![newline]• Made of nontoxic materials and free of latex- BPA- lead- formaldehyde and EVA.[newline]• Waterproof and easy to clean by wiping with soapy water.[newline]• This Baby Care Playmat features a dinosaur pattern on the front with a modern pastel alphabet on the reverse.[newline]Product Number: SP15463,https://assets.sellers.loblaw.ca/products/all/1043/15463_1.jpg?size=274,https://www.loblaws.ca/baby-care-good-dinosaur-playmat-small/p/SP15463
Food,Creme Filled Ginger Sandwich Cookies,903,$2.99,,Creamy vanilla filling sandwiched between two delightfully gingery cookies – a deliciously indulgent treat.[newline]Product Number: 21314854_EA,https://assets.shop.loblaws.ca/products/21314854/b1/en/front/21314854_front_a01_@2.png,https://www.loblaws.ca/creme-filled-ginger-sandwich-cookies/p/21314854_EA
Baby,Light Blue & White Sherpa Stroller Blanket,1128,$54.99,,You can wrap your little one up nicely in this spacious blanket- cool in color yet ultrasoft and warm in pure cotton knit fabric.30'' x 36''. 100% cotton.Machine wash; tumble dry[newline]Product Number: SP21711,https://assets.sellers.loblaw.ca/products/all/1049/21711_8713560228_1.jpg?size=274,https://www.loblaws.ca/light-blue-white-sherpa-stroller-blanket/p/SP21711
