Category,Product,Product ID,Price,Old Price,Description,Image URL,Product URL
Health & Beauty,Nano Gel Eyeliner- Luxurious Brown,6003,$9.98,$11.98,Product Number: 21159450003_EA,https://assets.shop.loblaws.ca/products/21159450003/b1/en/front/21159450003_front_a01_@2.png,https://www.loblaws.ca/nano-gel-eyeliner-luxurious-brown/p/21159450003_EA
Pet Supplies,Zoï¿½ Super Bars Dog Treats - Chicken 170g - 8 bags,6229,$79.99,,Zoë Super Bars Chicken Recipe- 170g[newline]Product Number: SP17423,https://assets.sellers.loblaw.ca/products/all/1072/17423_4716562460_1.jpg?size=274,https://www.loblaws.ca/zo-super-bars-dog-treats-chicken-170g-8-bags/p/SP17423
Pet Supplies,Horsemens Pride Jolly Flyer Dog Toy,6154,$17.45,,Disc shaped dog toy with Jolly Pets logo and image. Helps clean teeth and gums. Puncture resistant- and can float. Made from 100% natural rubber. Note: each size and colour sold separately.[newline]Product Number: SP209051,https://assets.sellers.loblaw.ca/products/all/1291/209051_1.jpg?size=274,https://www.loblaws.ca/horsemens-pride-jolly-flyer-dog-toy/p/SP209051
Pet Supplies,Friskies 7 Cat Food,6079,$8.49,,It’s finally here! A mix of your cat’s 7 favorite flavors for 7 x the yum! This one-of-a-kind meal features the flavors of chicken- beef- turkey- salmon- tuna- shrimp and cheese. A combination so delish- it’ll bowl your cat over.[newline]100% complete and balanced nutrition for adult cats[newline]Protein to help support strong- lean muscles[newline]Essential Fatty Acids to help support healthy skin & coat[newline]Vitamin A & Taurine to help support clear- healthy vision[newline]Antioxidants to help support a healthy immune system[newline]Product Number: 20912515_EA,https://assets.shop.loblaws.ca/products/20912515/b1/en/front/20912515_front_a01_@2.png,https://www.loblaws.ca/friskies-7-cat-food/p/20912515_EA
Health & Beauty,Shea Butter Lavender Hand Cream,6004,$5.49,,Product Number: 21358930_EA,https://assets.shop.loblaws.ca/products/21358930/b1/en/front/21358930_front_a01_@2.png,https://www.loblaws.ca/shea-butter-lavender-hand-cream/p/21358930_EA
Pet Supplies,Animal Dreams Mayfield Compressed Straw (Beige),6230,$11.95,,Compressed straw. Ideal as bedding for small animals.[newline]Product Number: SP214148,https://assets.sellers.loblaw.ca/products/all/1291/214148_1.jpg?size=274,https://www.loblaws.ca/animal-dreams-mayfield-compressed-straw-beige/p/SP214148
Pet Supplies,Shredded Ocean Whitefish & Tuna Wet Cat Food,6080,$1.09,,Thin shreds made with real ocean whitefish and tuna in just the right amount of savory sauce- giving your cat the flavors- textures and aromas she'll crave again and again.[newline]100% complete and balanced nutrition for adult cats[newline]A delightful meal made with real ocean whitefish and tuna shreds.[newline]Product Number: 20319657003_EA,https://assets.shop.loblaws.ca/products/20319657003/b1/en/front/20319657003_front_a01_@2.png,https://www.loblaws.ca/shredded-ocean-whitefish-tuna-wet-cat-food/p/20319657003_EA
Pet Supplies,Beaphar Lactol Pet Feeding Set,6155,$7.45,,This is the perfect partner for the Lactol range of milk powders. As well as being used for feeding puppies and kittens- the bottle can also be used for guinea pigs- hedgehogs- and rabbits. The set contains a 35 ml feeding bottle- four teats- and a bottle brush.[newline]Product Number: SP213990,https://assets.sellers.loblaw.ca/products/all/1291/213990_1.jpg?size=274,https://www.loblaws.ca/beaphar-lactol-pet-feeding-set/p/SP213990
Pet Supplies,Rogz Grinz Dog Ball,6231,$11.70,,Material: SEBS. Design: Teeth. Bouncy- Floatable.[newline]Product Number: SP210957,https://assets.sellers.loblaw.ca/products/all/1291/210957_1.jpg?size=274,https://www.loblaws.ca/rogz-grinz-dog-ball/p/SP210957
Health & Beauty,Enhanced Collagen Original,6005,$39.99,,Product Number: 21190856_EA,https://assets.shop.loblaws.ca/products/21190856/b1/en/front/21190856_front_a01_@2.png,https://www.loblaws.ca/enhanced-collagen-original/p/21190856_EA
Pet Supplies,Interpet Limited Nylabone Dura Chew Chicken Dog Dental Toy,6156,$10.45,,Dog chew toy with baked in particles of real chicken meal. Strong- safe and durable with raised bristles to prevent plaque from forming. Made from pure Nylon.[newline]Product Number: SP209369,https://assets.sellers.loblaw.ca/products/all/1291/209369_1.jpg?size=274,https://www.loblaws.ca/interpet-limited-nylabone-dura-chew-chicken-dog-de/p/SP209369
Pet Supplies,Extra Gravy Chunky with Salmon in Savoury Gravy Wet Cat Food,6081,$1.09,,O.M.Gravy. This scrumptious meal with salmon in gravy makes mealtime swimmingly delicous - EXTRA gravy![newline]Extra Gravy- Bite-Size Chunks[newline]With Salmon In Savory Gravy[newline]100% Complete & Balanced Nutrition for Adult Cats[newline]Product Number: 20855828_EA,https://assets.shop.loblaws.ca/products/20855828/b1/en/front/20855828_front_a01_@2.png,https://www.loblaws.ca/extra-gravy-chunky-with-salmon-in-savoury-gravy-we/p/20855828_EA
