Category,Product,Product ID,Price,Old Price,Description,Image URL,Product URL
Health & Beauty,ColorStay Makeup SPF 20 Broad Spectrum 250 Fresh Beige,5703,$15.98,,Product Number: 20297556015_EA,https://assets.shop.loblaws.ca/products/20297556015/b1/en/front/20297556015_front_a01_@2.png,https://www.loblaws.ca/colorstay-makeup-spf-20-broad-spectrum-250-fresh-b/p/20297556015_EA
Health & Beauty,Headband Thick,5928,$5.49,$7.49,Product Number: 21293911_EA,https://assets.shop.loblaws.ca/products/21293911/b1/en/front/21293911_front_a01_@2.png,https://www.loblaws.ca/headband-thick/p/21293911_EA
Health & Beauty,Anti-Breakage + Keratin Oil Conditioner,5778,$9.49,,Product Number: 21246752_EA,https://assets.shop.loblaws.ca/products/21246752/b1/en/front/21246752_front_a01_@2.png,https://www.loblaws.ca/anti-breakage-keratin-oil-conditioner/p/21246752_EA
Health & Beauty,Blush- Rose Fawn 44,5853,$7.98,,Product Number: 20318935001_EA,https://assets.shop.loblaws.ca/products/20318935001/b1/en/front/20318935001_front_a01_@2.png,https://www.loblaws.ca/blush-rose-fawn-44/p/20318935001_EA
Health & Beauty,CC Cream- Complete Correction- SPF 25- Medium,5704,$29.98,,Product Number: 20827790002_EA,https://assets.shop.loblaws.ca/products/20827790002/b1/en/front/20827790002_front_a01_@2.png,https://www.loblaws.ca/cc-cream-complete-correction-spf-25-medium/p/20827790002_EA
Health & Beauty,Razor,5929,$17.99,$25.99,Product Number: 21384491_EA,https://assets.shop.loblaws.ca/products/NoImage/b3/en/front/NoImage_front_a06.png,https://www.loblaws.ca/razor/p/21384491_EA
Health & Beauty,Precision Neoprene Calf and Shin Wrap,5854,$14.95,,80% Neoprene- 20% Nylon. Adjustable Straps. Fabric Technology: Compression. Eases Aches and Pains- Relieves Muscle Pain- Support Muscle Recovery. Design: Logo.[newline]Product Number: SP211899,https://assets.sellers.loblaw.ca/products/all/1291/211899_1.jpg?size=274,https://www.loblaws.ca/precision-neoprene-calf-and-shin-wrap/p/SP211899
Health & Beauty,Maximum Strength Melatonin 10 mg 60 Capsules,5779,$14.99,,Product Number: 21019118_EA,https://assets.shop.loblaws.ca/products/21019118/b1/en/front/21019118_front_a01_@2.png,https://www.loblaws.ca/maximum-strength-melatonin-10-mg-60-capsules/p/21019118_EA
Health & Beauty,Crystaltech Nano 2.0 Crystalview Antifog Treatment 10pk,5705,$127.99,,Reusable infused cloth lasts up to 600 wipes or 6 months / Chiffon infus rutilisable dure jusqua 600 utilisations ou 6 mois.[newline]Nano TIO2 formula eliminates fogging on glasses and visors / Formule Nano TIO2 limine la bue sur les lunettes et les visires. 100% natural[newline]Works on all glass- polycarbonate and plastic lenses. Suitable for all safety and sport lenses.[newline]Keep it in the resealable pouch (foil lined ) at all times when not using.[newline]Directions[newline]Simply take out the pouch wipe glasses or visor and put back in the pouch for next use.Don't touch lenses after applying. Fog will now be eliminated when wearing a mask- reapply as needed.[newline]Product Number: SP141836,https://assets.sellers.loblaw.ca/products/all/1226/141836_1.jpg?size=274,https://www.loblaws.ca/crystaltech-nano-2-0-crystalview-antifog-treatment/p/SP141836
Health & Beauty,Mach3 Men'S Razor Blade Refills- 15 Count,5930,$32.19,$34.99,Our Gillette Mach3 razor blades give you the reliable Gillette shave with comfort and precision. Each razor blade refill is engineered to last up to 15 comfortable shaves- so you can get the most of every shave. The Gillette Mach3 razors for men have stronger-than-steel blades stay sharper longer (vs. Sensor3). Along with durability- these Gillette razors feature a lubrication strip that glides to help protect your skin from redness- while soft microfins gently stretch and smooth skin- preparing hairs to be cut for the optimal shaving experience. A Lubrastrip is a thin strip that sits at the top of the razor- releasing lubricants while you shave- to produce a great glide. When you are no longer getting an optimal shave- the Lubrastrip fades to white- indicating that it might be time to change the blade. Mach3 features three DuraComfort blades and an Open Blade Architecture for easy rinsing to keep your razor clean and performing its best. Not sure if these blades will fit your existing handle? All Gillette Mach3 razor blades fit all Mach3 razor handles. For best results- use with your favorite Gillette shave gel- cream or foam.[newline]Product Number: 20970857_EA,https://assets.shop.loblaws.ca/products/20970857/b1/en/front/20970857_front_a01_@2.png,https://www.loblaws.ca/mach3-men-s-razor-blade-refills-15-count/p/20970857_EA
Health & Beauty,Restful Sleep,5780,$23.99,,These gummies are like lullabies you can actually taste. They're a great addition to your sleep routine as these gummies contain a natural and effective combination of melatonin- l-theanine- and GABA which helps to promote relaxation and help you fall asleep faster and stay asleep longer. They're also effective for those looking to reset their sleep-wake cycle or to help treat insomnia. For frequent travelers- Restful Sleep will also help prevent or reduce the effects of jetlag[newline][newline]Product Number: 21311623_EA,https://assets.shop.loblaws.ca/products/21311623/b1/en/front/21311623_front_a01_@2.png,https://www.loblaws.ca/restful-sleep/p/21311623_EA
Health & Beauty,Herbal Essences Potent Aloe + Hemp Sulfate Free Shampoo,5855,$8.49,,Say hello to aloe! Nature’s gentle care. Our Hemp + Potent Aloe formula is infused with hand-picked- sustainably-sourced aloe- leaving your hair hydrated while controlling the frizz factor. Our sulfate free shampoo nourishes dry hair- leaving it silky soft with increased manageability- suppleness- and shine. It’s made with real botanicals that are endorsed by the Royal Botanic Gardens- Kew- a world leading expert on plant science. This sulfate-free shampoo is pH-balanced and gentle enough to use every day. Pair with Herbal Essences bio:renew Hemp + Potent Aloe Conditioner for the perfect sulfate-free shampoo and conditioner pairing. Discover the wonders of nature- selected by experts- blended by us. That’s plant- based beauty.[newline]Product Number: 21246355_EA,https://assets.shop.loblaws.ca/products/21246355/b1/en/front/21246355_front_a01_@2.png,https://www.loblaws.ca/herbal-essences-potent-aloe-hemp-sulfate-free-sham/p/21246355_EA
Health & Beauty,Super Stay Matte Ink Lip Color 20 Pioneer,5706,$8.98,$10.98,Product Number: 21029609007_EA,https://assets.shop.loblaws.ca/products/21029609007/b1/en/front/21029609007_front_a01_@2.png,https://www.loblaws.ca/super-stay-matte-ink-lip-color-20-pioneer/p/21029609007_EA
