Category,Product,Product ID,Price,Old Price,Description,Image URL,Product URL
Toys- Games & Hobbies,Ahoy Matey Cups 8/pkg by Creative Converting,7356,$19.44,,Whether youre enjoying hot or cold beverages- our sturdy Ahoy Matey Hot/Cold Cups are ready to set sail.[newline][newline]Featuring a cute- bright red little crab accented by white polka dots on a sunny yellow background and a bold navy blue chevron border- these paper cups are an ideal complement to your nautical-themed baby shower or birthday party for your little seafarer.[newline][newline]Ahoy Matey Hot/Cold Cups hold 9 ounces of your favorite dockside drink and come 8 to a package.[newline]Product Number: SP104457,https://assets.sellers.loblaw.ca/products/all/1127/104457_4341342815_2.jpg?size=274,https://www.loblaws.ca/ahoy-matey-cups-8-pkg-by-creative-converting/p/SP104457
Toys- Games & Hobbies,MINI Emoji Party Set,7431,$50.00,,Mini Emoji set includes:[newline]12 Small Plates[newline]12 Cups[newline]20 Small Napkins[newline]1 Cupcake Kit[newline]1 Set of candles[newline]1Emoji Balloons Set[newline]Product Number: SP37930,https://assets.sellers.loblaw.ca/products/all/1047/37930_5277072179_1.jpg?size=274,https://www.loblaws.ca/mini-emoji-party-set/p/SP37930
Toys- Games & Hobbies,Grow a Yellow Crystal,7206,$25.36,,Single out the largest crystal shard- redissolve the remaining crystals- and repeat the crystal formation process to grow a larger- more striking crystal.[newline]Product Number: SP53698,https://assets.sellers.loblaw.ca/products/all/1069/53698_1.jpg?size=274,https://www.loblaws.ca/grow-a-yellow-crystal/p/SP53698
Toys- Games & Hobbies,Unique Party Candle B-Day Colorful Number 5,7281,$17.74,,Unique Party Candle B-Day Colorful Number 5[newline]Product Number: SP130135,https://assets.sellers.loblaw.ca/products/all/1127/130135_1.jpg?size=274,https://www.loblaws.ca/unique-party-candle-b-day-colorful-number-5/p/SP130135
Toys- Games & Hobbies,Luncheon Plates - Hockey 8/pkg by Creative Converting,7432,$19.08,,Luncheon 7in Hockey Plates[newline][newline]Quantity 8 per package[newline][newline]Hockey![newline]Product Number: SP104652,https://assets.sellers.loblaw.ca/products/all/1127/104652_1.jpg?size=274,https://www.loblaws.ca/luncheon-plates-hockey-8-pkg-by-creative-convertin/p/SP104652
Toys- Games & Hobbies,Eezy Peezy Monkey Bars Climber,7357,$379.99,,Children will enjoy endless fun and active playtime with the Toy Monster Monkey Bars Climbing Tower from Eezy Peezy. This will quickly become a favorite backyard activity. Featuring interlocking plastic tubes and connectors with double self-locking springs make this set durable- yet surprisingly lightweight and easy to assemble. It's also made of a high quality plastic enhanced with UV protection- offering long lasting outdoor play. This set is an ideal size for indoor and outdoor use. It is lightweight and easy to assemble making it convenient for the unit to be moved so your child always has their favorite toy rain or shine.[newline]Product Number: SP133454,https://assets.sellers.loblaw.ca/products/all/1090/133454_1.jpg?size=274,https://www.loblaws.ca/eezy-peezy-monkey-bars-climber/p/SP133454
Toys- Games & Hobbies,Cat Capers,7207,$37.45,,Be as clever as a cat and as quick as a flash! Line up the objects and flip over the top card. The first player to grab the object that is pictured in its actual colour on the card or the object/colour that is missing on the card scores a point. If you make the most correct grabs you win! Includes 60 cards and 5 colourful- decorated wood game pieces. For 2-6 players.[newline]Product Number: SP51628,https://assets.sellers.loblaw.ca/products/all/1069/51628_1.jpg?size=274,https://www.loblaws.ca/cat-capers/p/SP51628
Toys- Games & Hobbies,The Golden Girls Portrait Puzzle 1000 Pieces Ages 9 and up,7282,$49.73,,Piece together this 1000-piece puzzle featuring the famous portrait of Blanche- Rose- Dorothy- and Sophia from the hit TV series The Golden Girls.[newline]Product Number: SP46663,https://assets.sellers.loblaw.ca/products/all/1127/46663_1.jpg?size=274,https://www.loblaws.ca/the-golden-girls-portrait-puzzle-1000-pieces-ages/p/SP46663
Toys- Games & Hobbies,SpiceBox Children's Art Kits Imagine It Drawing Animals,7433,$21.99,,SpiceBox Imagine It Drawing Animals Do you love animals? Then check out this cool drawing book that teaches you how to draw crazy cats- funky monkeys and a giant octopus![newline][newline]FUN ART SUPPLIES: The set of colored pencils and other drawing tools make it easy to draw all the adorable creatures shown in the illustrated instruction book.[newline]LET YOUR IMAGINATION SOAR: Even if you dont think youre an artist- you will be amazed at what you can draw![newline]SLIM FORMAT: This streamlined art kit comes in a sturdy box with loads of art pad pages- craft supplies and templates for creative kids on the go.[newline]STEP-BY-STEP INSTRUCTIONS: Easy-to-follow lessons with illustrated steps make it a cinch to create art![newline]COMPLETE KIT INCLUDES: 1 instruction book- 1 50-sheet drawing pad- 12 colored pencils- 1 drawing pencil- 1 pencil sharpener- 1 marker- 1 eraser[newline]AGE RANGE: Recommended for children 8 years old and up[newline]Product Number: SP138847,https://assets.sellers.loblaw.ca/products/all/1217/138847_1.jpg?size=274,https://www.loblaws.ca/spicebox-children-s-art-kits-imagine-it-drawing-an/p/SP138847
Toys- Games & Hobbies,Toddler Bread Basket,7358,$40.24,,Fill your basket with a whole bakery of bread for you and your friends! Includes one piece of toast- one baguette- one croissant- one choc chip cookie- one soda biscuit- one jam cookie- one heart-shaped butter cookie and one piece of layer cake! Made from felt and fabrics which have a soft- realistic texture.[newline]Product Number: SP52615,https://assets.sellers.loblaw.ca/products/all/1069/52615_1.jpg?size=274,https://www.loblaws.ca/toddler-bread-basket/p/SP52615
Toys- Games & Hobbies,Oaktree 40 Inch Number Six Caterpillar Zooloon Birthday Balloon (Green/Red/Yellow),7208,$13.95,,40-inch birthday balloon. Features cute Caterpillar shaped as a number 6. Supplied deflated for ease of packaging.[newline]Product Number: SP215167,https://assets.sellers.loblaw.ca/products/all/1291/215167_1.jpg?size=274,https://www.loblaws.ca/oaktree-40-inch-number-six-caterpillar-zooloon-bir/p/SP215167
Toys- Games & Hobbies,100-Piece Puzzle Rockets by EuroGraphics for Ages 5 and Up,7283,$19.13,,EuroGraphics Rockets 100-Piece Puzzle (Small Box). Box size: 6" x 6" x 2.37". Finished Size: 10" x 13". Which child is not interested in rockets and space? Educational and fun- this jigsaw puzzle features over 15 of the most popular rockets. Strong high-quality puzzle pieces. Made from recycled board and printed with vegetable based ink. This superior quality puzzle will delight and educate all at the same time.[newline]Product Number: SP102700,https://assets.sellers.loblaw.ca/products/all/1127/102700_1.jpg?size=274,https://www.loblaws.ca/100-piece-puzzle-rockets-by-eurographics-for-ages/p/SP102700
Toys- Games & Hobbies,City Life Rescue Balance Racer,7434,$30.94,,It's a race to get to the scene with the Rescue Balance Racer. Set includes one figure- balance racer- helmet- two medical bags- and other accessories. Recommended for ages four and up. Warning. Choking Hazard. Small parts. Not for children under 3 years.[newline]Product Number: SP54078,https://assets.sellers.loblaw.ca/products/all/1069/54078_1.jpg?size=274,https://www.loblaws.ca/city-life-rescue-balance-racer/p/SP54078
Toys- Games & Hobbies,Parking Puzzler,7359,$37.45,,Test your parking skills with the 60 challenges in Parking Puzzler! A unique deduction game- Parking Puzzler players must find the right spot for each car using the clues and directions provided in the challenges.[newline]Product Number: SP19724,https://assets.sellers.loblaw.ca/products/all/1069/19724_1.jpg?size=274,https://www.loblaws.ca/parking-puzzler/p/SP19724
Toys- Games & Hobbies,Cocktail Parasols Party Picks 12/Pkg by Creative Converting - pack of 6,7209,$41.80,,The cocktail parasols party picks are a fun choice for any event. Use for birthday parties- barbecues or any other special occasion. The parasol at the end of each pick adds a vibrant flair to any drink. The package includes 12 multi-color parasol picks.[newline][newline]PAPER ARTS-Cocktail parasols in colors yellow- green- pink- blue- and red. Includes 12 per package. Each parasol is 4" long. Great for luau themed parties![newline]Product Number: SP103197,https://assets.sellers.loblaw.ca/products/all/1127/103197_1.jpg?size=274,https://www.loblaws.ca/cocktail-parasols-party-picks-12-pkg-by-creative-c/p/SP103197
Toys- Games & Hobbies,Horse Club Knapstrupper Foal,7284,$23.50,,Knapstrupper foals are born already with their characteristic black spots. But not all Knapstruppers look the same. Although most have a white coat under black spots- some Knapstruppers have a snowflake pattern- which is the exact reverse: white spots on a dark coat.[newline]Product Number: SP136570,https://assets.sellers.loblaw.ca/products/all/1069/136570_1.jpg?size=274,https://www.loblaws.ca/horse-club-knapstrupper-foal/p/SP136570
Toys- Games & Hobbies,Commercial Mercedes Benz Sprinter Tow Truck With Red Jeep Light & Sound,7360,$111.99,,MB SPRINTER W/ RED JEEP VEHICLE - 02535[newline]Product Number: SP18538,https://assets.sellers.loblaw.ca/products/all/1069/18538_1.jpg?size=274,https://www.loblaws.ca/commercial-mercedes-benz-sprinter-tow-truck-with-r/p/SP18538
Toys- Games & Hobbies,Amscan Glitter Birthday Number Candle,7435,$3.95,,Help them celebrate in style with a cake and a candle stating their age.[newline]Product Number: SP219491,https://assets.sellers.loblaw.ca/products/all/1291/219491_1.jpg?size=274,https://www.loblaws.ca/amscan-glitter-birthday-number-candle/p/SP219491
Toys- Games & Hobbies,2.4G Remote Control High Speed Mini Super Racing Boat(Blue),7285,$39.99,,Specification:[newline]1.Product size: 25(L) X 7.5(W) X 8(H) cm[newline]2.Material: Plastic[newline]3.Charging time: 1 hr.[newline]4.Driving time: 10-15 min.[newline]5.Control distance: 20m[newline]6.Frequency: 2.4Ghz[newline]7.Maximum speed: 10km/h[newline]8.Battery: 3.6V/ 700mAh Ni-Cd[newline]9.Age: 14+[newline]10. Frequency: 2.4 G[newline]Product Number: SP175173,https://assets.sellers.loblaw.ca/products/all/1242/175173_4896988722_3.jpg?size=274,https://www.loblaws.ca/2-4g-remote-control-high-speed-mini-super-racing-b/p/SP175173
Toys- Games & Hobbies,Keel Toys Keeleco Koala Plush Toy,7210,$13.95,,100% Recycled Polyester. Design: Koala. Suitable for: Ages 1+. Sustainability: Eco Friendly.[newline]Product Number: SP210639,https://assets.sellers.loblaw.ca/products/all/1291/210639_1.jpg?size=274,https://www.loblaws.ca/keel-toys-keeleco-koala-plush-toy/p/SP210639
Toys- Games & Hobbies,Something Different Lucky Cat Money Pot,7361,$14.95,,Material: Ceramic. Design: Cat. Height: 15cm. Width: 11cm. Packaging: Boxed.[newline]Product Number: SP218410,https://assets.sellers.loblaw.ca/products/all/1291/218410_1.jpg?size=274,https://www.loblaws.ca/something-different-lucky-cat-money-pot/p/SP218410
