Category,Product,Product ID,Price,Old Price,Description,Image URL,Product URL
Electronics & Batteries,3.5mm Stereo Plug to 2X3.5mm Stereo Jack Adaptor (2 pack/order),4203,$11.99,,3.5mm Stereo Plug to 2X3.5mm Stereo Jack Adaptor (2 pack/order)[newline]Best for installation[newline]Easy and economical[newline]Carefully crafted from high-purity- signal-enhancing materials[newline]Ensure that your music and movies will always sound and look their best[newline]Can be used with any speaker and audio equipments interconnect[newline]Extremely high level signal integrity and accuracy[newline]Perfect for high end speakers[newline]Good for use with banana plugs[newline]Delivers reliable performance[newline]Strand wire gives flexibility on installation[newline]Product Number: SP135342,https://assets.sellers.loblaw.ca/products/all/1177/135342_1.jpg?size=274,https://www.loblaws.ca/3-5mm-stereo-plug-to-2x3-5mm-stereo-jack-adaptor-2/p/SP135342
Electronics & Batteries,Bullet Knoxville 15.6 Laptop Conference Bag (Solid Black),4353,$11.70,,Knoxville 15.6" laptop conference bag. 15.6" double handled padded laptop bag with adjustable shoulder strap- zipped main compartment and front pocket with zip closure. 600D Polyester. Compliances: Cadmium tested.[newline]Product Number: SP215935,https://assets.sellers.loblaw.ca/products/all/1291/215935_1.jpg?size=274,https://www.loblaws.ca/bullet-knoxville-15-6-laptop-conference-bag-solid/p/SP215935
Electronics & Batteries,6.35mm Mono Plug to 6.35mm Mono Plug (2 pack/order),4278,$11.99,,6.35mm Mono Plug to 6.35mm Mono Plug (2 pack/order)[newline]Best for installation[newline]Easy and economical[newline]Carefully crafted from high-purity- signal-enhancing materials[newline]Ensure that your music and movies will always sound and look their best[newline]Can be used with any speaker and audio equipments interconnect[newline]Extremely high level signal integrity and accuracy[newline]Perfect for high end speakers[newline]Good for use with banana plugs[newline]Delivers reliable performance[newline]Strand wire gives flexibility on installation[newline]Product Number: SP135351,https://assets.sellers.loblaw.ca/products/all/1177/135351_1.jpg?size=274,https://www.loblaws.ca/6-35mm-mono-plug-to-6-35mm-mono-plug-2-pack-order/p/SP135351
Electronics & Batteries,L0r06a Hp #976y Magenta Extra High Yield Pagewide Ink Cartri,4428,$353.93,,Compatible printers: HP Color PageWide 552dw Printer- HP Color PageWide 577dw MFP- HP Color PageWide Entreprise 577z MFP[newline]Product Number: SP179901,https://assets.sellers.loblaw.ca/products/all/1304/179901_1.jpg?size=274,https://www.loblaws.ca/l0r06a-hp-976y-magenta-extra-high-yield-pagewide-i/p/SP179901
Electronics & Batteries,Bullet Key USB (Solid Black),4204,$7.95,,Key USB. Aluminium. Compliances: EMC- WEEE- RoHS- PVC Free.[newline]Product Number: SP219111,https://assets.sellers.loblaw.ca/products/all/1291/219111_1.jpg?size=274,https://www.loblaws.ca/bullet-key-usb-solid-black/p/SP219111
Electronics & Batteries,Digiwave RJ45 Plug 8P8C,4279,$35.99,,Digiwave high quality crystal head. Not easy to break under pressure.Easy to connect. Good oxidation resistance.[newline]It's a high quality crystal head. Not easy to break under pressure[newline]Easy to connect[newline]Good oxidation resistance[newline]Product Number: SP135159,https://assets.sellers.loblaw.ca/products/all/1177/135159_1.jpg?size=274,https://www.loblaws.ca/digiwave-rj45-plug-8p8c/p/SP135159
Electronics & Batteries,Ce019a Hp #771 Light Magenta and Light Cyan Designjet Printh,4354,$342.29,,Compatible printers: HP DesignJet Z6810 42In- HP DesignJet Z6610 60In- HP DesignJet Z6810 60In- HP DesignJet Z6200 42" Base- HP DesignJet Z6200 60" Base- HP DesignJet Z6800 60"[newline]Product Number: SP184139,https://assets.sellers.loblaw.ca/products/all/1304/184139_1.jpg?size=274,https://www.loblaws.ca/ce019a-hp-771-light-magenta-and-light-cyan-designj/p/SP184139
Electronics & Batteries,Volkano Taurus Series True Wireless Earphones with Charging Case - Black,4429,$49.99,,Experience the future of sound with the VK-1120 Volkano Taurus Series True Wireless Earphones. No more fiddling with cables and plugs- the Volkano Taurus True Wireless earbuds deliver crystal clear stereo over Bluetooth® for hassle free listening pleasure at home- work- gym or while travelling. The convenient charging case both protects and charges. Pair your Volkano Taurus earphones to your mobile phone to answer calls and talk hands-free with a touch of the multi-function power button.[newline]Product Number: SP133404,https://assets.sellers.loblaw.ca/products/all/1090/133404_1.jpg?size=274,https://www.loblaws.ca/volkano-taurus-series-true-wireless-earphones-with/p/SP133404
Electronics & Batteries,South Shore Exhibit 42" TV Stand in Gray Oak,4355,$364.34,,This TV stand- with its corner configuration- features a wide range of open and closed storage options that give you all the space you need for your electronics. Its clean- contemporary and functional aesthetic will really help enhance your living-room![newline][newline]Features :[newline]Finish: Gray Oak[newline]Material: Laminated particleboard[newline]Accommodates LCD and plasma televisions up to 42".[newline]Sliding doors mean you can choose the configuration of your open and hidden storage spaces[newline]Behind each sliding door: 2 spaces separated by 1 adjustable shelf[newline]Features 3 open storage spaces in the middle- perfect for the storage of electronics[newline]Each shelf can support up to 25 lb. Metal handles with a Antique Pewter finish[newline]Features a hole in the back panel for easy and convenient wire and power bar management[newline]Packaging tested and certified to reduce the risk of damage during shipment[newline]Made in North America with clean laminated particleboard[newline]TV and accessories not included. Clean with a soft dry cloth[newline]Ships in a heavy box- make sure to have a friend with you. Meets or exceeds all North American safety standards[newline][newline]Specifications :[newline]Product Dimensions : 22.38" H x 40.50" W x 19.50" D[newline]Product Weight : 69 lbs[newline]Weight Capacity : 100 lbs[newline]Product Number: SP197883,https://assets.sellers.loblaw.ca/products/all/1133/197883_1.jpg?size=274,https://www.loblaws.ca/south-shore-exhibit-42-tv-stand-in-gray-oak/p/SP197883
Electronics & Batteries,Avenue New Jersey 15.6 Laptop Conference Bag (Solid Black),4280,$52.70,,New Jersey 15.6" Laptop conference bag. 15.6" Double handled laptop bag with laptop compartment inside main compartment and 10" tablet sleeve. Fully featured organiser in front zipped pocket. With trolley strap on the back and adjustable removable padded shoulder strap. 1680D Polyester. Compliances: Cadmium tested.[newline]Product Number: SP215953,https://assets.sellers.loblaw.ca/products/all/1291/215953_1.jpg?size=274,https://www.loblaws.ca/avenue-new-jersey-15-6-laptop-conference-bag-solid/p/SP215953
