Category,Product,Product ID,Price,Old Price,Description,Image URL,Product URL
Toys- Games & Hobbies,Christmas Charades Game,7656,$29.08,,Your team shouts- "Naughty!"- "Nice!"- "Stocking Stuffer!"- "Rudolph the Red Nosed Reindeer!".and the answer is- "Hot Cocoa". Your team grumbles- "Why would you point to your nose- clearly that's Rudolph?" But clearly it's whip cream on hot cocoa that got on your nose- right? Of course- we would have guessed that. Christmas Charades is loaded with laughs and holiday cheer! So make sure it's on your wish list this year![newline]Product Number: SP52339,https://assets.sellers.loblaw.ca/products/all/1069/52339_1.jpg?size=274,https://www.loblaws.ca/christmas-charades-game/p/SP52339
Toys- Games & Hobbies,Baby Doll Travel Gift Set,7731,$49.74,,Product Number: SP65439,https://assets.sellers.loblaw.ca/products/all/1127/65439_1.jpg?size=274,https://www.loblaws.ca/baby-doll-travel-gift-set/p/SP65439
Toys- Games & Hobbies,Bristol Novelty Round Paper Confetti (Neon Multi Mix),7506,$4.20,,Round paper confetti in single colour. Can be used for art and craft activities.[newline]Product Number: SP208394,https://assets.sellers.loblaw.ca/products/all/1291/208394_1.jpg?size=274,https://www.loblaws.ca/bristol-novelty-round-paper-confetti-neon-multi-mi/p/SP208394
Toys- Games & Hobbies,Letter Links Level B,7657,$30.94,,Product Number: SP53313,https://assets.sellers.loblaw.ca/products/all/1069/53313_1.jpg?size=274,https://www.loblaws.ca/letter-links-level-b/p/SP53313
Toys- Games & Hobbies,Dragon Dash- a Co-Operative Path Building Game,7581,$36.95,,the Queen has called on her fearless knights to help unite the kingdom. In this cooperative game- players must build a safe path across the green fields of Dragonwood while dashing past diving dragons! Will you make it before you run out of resources? Or will the dragons be victorious? Kids will enjoy rolling the jumbo dice- which is used to set the coordinates for where the dragon should land. If the dragon lands on one of the three Knight's Gear- then the team has defeated the dragon and can continue on their path. But- if the dragon lands on one of the path tiles- the team is blocked and better hope that they have another path exit to continue on their way![newline]Product Number: SP157457,https://assets.sellers.loblaw.ca/products/all/1231/157457_1.jpg?size=274,https://www.loblaws.ca/dragon-dash-a-co-operative-path-building-game/p/SP157457
Toys- Games & Hobbies,Dollar Club Star Wars Rey Jedi ForceLink,7732,$12.60,,Bring the galaxy to life with Force Link! Recreate the adventures of a galaxy far- far away with Force Link- a new interactive play system from Hasbro that gives kids the sound effects and phrases from the Star Wars movies right in the palms of their hands! Wear Force Link wearable technology (Available in Starter Set. Sold separately) to activate lights- sounds- and phrases in Force Link-activated figures- accessories- vehicles- and playsets! With Force Link- kids can bring their favorite Star Wars adventures to life! When kids wear their Force Link wearable technology and pick up the 3.75-inch scale Star Wars Rey (Island Journey) figure- they can activate authentic figure phrases and sounds! Figure includes movie-inspired design and 2 character-inspired accessories. May the Force be with you! Additional products each sold separately. Star Wars products are produced by Hasbro under license from Lucasfilm Ltd. Hasbro and all related terms are trademarks of Hasbro.[newline][newline]3.75-inch-scale- Star Wars Rey (Island Journey) Force Link-activated figure[newline]Wear Force Link wearable technology (Available in Starter Set. Sold separately) to activate figure phrases and sounds![newline]Movie-inspired design[newline]Recreate adventures and scenes from the Star Wars universe[newline]Includes: figure- 2 accessories- and instructions.[newline]Product Number: SP121342,https://assets.sellers.loblaw.ca/products/all/1127/121342_1.jpg?size=274,https://www.loblaws.ca/dollar-club-star-wars-rey-jedi-forcelink/p/SP121342
Toys- Games & Hobbies,Carry Case Large Multisport Boys,7658,$35.59,,Includes two figures and equipment for basketball- baseball- football and soccer.[newline]Product Number: SP54353,https://assets.sellers.loblaw.ca/products/all/1069/54353_1.jpg?size=274,https://www.loblaws.ca/carry-case-large-multisport-boys/p/SP54353
Toys- Games & Hobbies,Forest Tunnels,7507,$22.99,,An accessory to the Wild Pines Train Set- these 4 interlocking tunnel style pieces are evocative of the forest- its foliage- a tunnel- and a cute little owl tucked away in amongst the branches.[newline][newline]Age range: 3 Years And Older[newline]Product size: 14.70 x 2.50 x 16.50 cm[newline]Weight: 0.32 kg[newline]Product Number: SP187377,https://assets.sellers.loblaw.ca/products/all/1298/187377_1.jpg?size=274,https://www.loblaws.ca/forest-tunnels/p/SP187377
Toys- Games & Hobbies,Spuzzle In Space,7582,$35.59,,Spuzzle is a game as simple as it is fun ! Be the first astronaut to complete all the puzzles on your planet. But- beware ! The giat Alien Octopus could make your opponents steal one of your puzzle pieces ! With a bit of luck- you will be able to complete and protect your puzzles before the monster's attack.[newline]Product Number: SP20503,https://assets.sellers.loblaw.ca/products/all/1069/20503_1.jpg?size=274,https://www.loblaws.ca/spuzzle-in-space/p/SP20503
Toys- Games & Hobbies,Shape Sorting Cube by Melissa and Doug for Ages 2 and up,7733,$46.33,,Shape sorter features 12 chunky- vibrantly colored shapes that make a satisfying clunk sound as they drop into the natural-finish hardwood cube. Then open the lid- take them out and start all over again! A classic educational toy for toddlers.[newline][newline]The Shape Sorting Cube helps teach sorting skills- color and shape recognition and fine motor skills; encourages problem solving and manual dexterity. This package contains one 5.5x5.5x5.5 inch shape sorting cube with 12 wooden shapes. Recommended for ages 2 and up. Imported.[newline]Product Number: SP71572,https://assets.sellers.loblaw.ca/products/all/1127/71572_1.jpg?size=274,https://www.loblaws.ca/shape-sorting-cube-by-melissa-and-doug-for-ages-2/p/SP71572
Toys- Games & Hobbies,20 Water and Ice Experiments,7508,$65.49,,Made from high quality materials. A game designed for children between the ages of 7 to 12 year and develop memory logical sense. The game is can be easy to assemble and also gain of knowledge about plants or animals. Made in Italy.[newline]Product Number: SP53180,https://assets.sellers.loblaw.ca/products/all/1069/53180_1.jpg?size=274,https://www.loblaws.ca/20-water-and-ice-experiments/p/SP53180
