Category,Product,Product ID,Price,Old Price,Description,Image URL,Product URL
Pet Supplies,Interpet Aquarium Air Pump Silicone Air-Line Tubing (Clear),6906,$5.45,,Suitable for use with all air pumps. 2 metres.[newline]Product Number: SP208944,https://assets.sellers.loblaw.ca/products/all/1291/208944_1.jpg?size=274,https://www.loblaws.ca/interpet-aquarium-air-pump-silicone-air-line-tubin/p/SP208944
Toys- Games & Hobbies,Remote Control Walking Dragon,7131,$49.74,,Have some fun this holiday season with this Remote Control Walking Dragon. We've got you covered on the perfect gift fun your fun-loving family![newline]Ages 8+[newline]Product ships in assorted styles based on warehouse availability.[newline]Product Number: SP65425,https://assets.sellers.loblaw.ca/products/all/1127/65425_1.jpg?size=274,https://www.loblaws.ca/remote-control-walking-dragon/p/SP65425
Pet Supplies,PawHut Rolling Small Animal Cage 37-inch Pet Rabbit Ferret Playpen with 2 Doors Platform Ramp Tray Animal Supply Kit Metal Black,7056,$169.99,,Description:[newline][newline]Keep your pet stimulated- safe and happy with an indoor cage from PawHut that promotes well-being and longevity in your furry friends. Rabbits- guinea pigs- chinchillas and other small animals can benefit from the physical and mental stimulation provided by an enclosure that provides plenty of living space and room for activity. Because you care about your pet and its well-being- we have introduced a line of product built with them in mind. Keep them safe- keep them secure- but also keep them active and occupied for a long life worth living.[newline][newline]Features:[newline][newline]- Durable steel wire with spray paint for animal's safety use[newline]- 1" Wire spacing allows pets to fulfill their instinct to climb & explore in secure environment[newline]- Double doors provide maximum accessibility for easy cleaning & feeding[newline]- 3 Floors and 3 stairs with 1 food bowl and 1 water bottle of 250ml[newline]- 4 Universal wheels for smooth and flexible move[newline]- With bottom tray for easy cleaning[newline]- Perfect for rabbits- guinea pigs- chinchillas or other small animals[newline]- PLEASE DETERMINE IF THE CAGE SUITABLE BEFORE YOU PURCHASE[newline][newline][newline]Specifications/Dimensions:[newline][newline]- Colour: Black[newline]- Material: Steel wire- steel tube- plastic[newline]- Overall Dimension: 25.25" L x 17.25" W x 36.75" H[newline]- Door Size: 11.75"W x 10.25"H[newline]- Floor Size: 17.25" L x 8.75" W[newline]- Stair Size: 13.5" L x 4.75" W[newline]- Bottom Tray Dimension: 24" L x 17" W x 1.5" H[newline]- Bar spacing: 1"[newline]- Net Weight: 23.4lbs[newline]Product Number: SP36132,https://assets.sellers.loblaw.ca/products/all/1093/36132_1.jpg?size=274,https://www.loblaws.ca/pawhut-rolling-small-animal-cage-37-inch-pet-rabbi/p/SP36132
Pet Supplies,Chicken Turkey,6981,$4.99,$5.99,Cats can't resist the delectable taste of TEMPTATIONS- so give your cat these purrfect TEMPTATIONS Cat Treats they'll come running the moment you open the pack. Made with no artificial flavours- TEMPTATIONS cat treats have less than 2 calories per treat and provide an irresistible combination of both crunchy and soft textures. They also come in a cat-proof- value-sized tub- so your feline friend can enjoy plenty of their favourite snack when you open it- but never when they shouldn't! These TEMPTATIONS Cat Treats are a perfect addition to your cats normal feeding routine.[newline][newline]With a scrumptious- crunchy outer shell and an irresistibly soft- tasty centre; TEMPTATIONS Mix-Ups feature 3 flavour combinations in each pack.[newline]Under 2 calories per treat and 100% nutritionally complete and balanced for adult cat maintenance so you can feel good about rewarding your cat every day[newline]TEMPTATIONS cat treats are highly palatable and appeal to even the pickiest eaters. A shake of the pack and they'll come running![newline]Product Number: 21360920_EA,https://assets.shop.loblaws.ca/products/21360920/b1/en/front/21360920_front_a01_@2.png,https://www.loblaws.ca/chicken-turkey/p/21360920_EA
Pet Supplies,Faux Suede Dog Quilted Coat Cozy and Fashionable Winter Pet Coat in Brown Faux Suede Sherpa Lining Design Size Large,6907,$34.49,,8 SIZES AVAILABLE (XXS/XS/S/M/L/XL/XXL/XXXL): Can fit small- medium or large dogs. Please measure your pet's size before ordering for the perfect fit.[newline]EASY-ON/OFF DESIGN: Adjustable velcro strap designed with your dog in mind so that you can spend more time on walks and less time getting dressed.[newline]KEEP YOUR PET WARM THIS WINTER: Just as humans need their jacket to brave the cold- dog winter coats are a staple for keeping your pet at a comfortable temperature.[newline]MATERIAL: Made with Faux Leather Suede and Lined with Sherpa- your pet is sure to feel extra cozy this winter.[newline]ADJUSTABLE and ACCURATE FIT: Adjustable chest closure for better tuck-in of the body and keep body heat.[newline]FASHIONABLE DESIGN: A must-have item for any stylish pup's winter wardrobe collection in a trendy brown faux suede with sherpa lining style. Perfect for keeping your pup warm while looking cool! Other jackets available in various colours and designs.[newline][newline][newline]Chilly weather is the paw-fect reason to keep your dog warm in a fashionable outer layer! From morning walks to playing in the snow- your pup will love doing their favorite activities in our trendiest winter coat. Just as humans need their jacket to brave the cold- dog winter coats are a staple for keeping your pet at a comfortable temperature. Our Faux Suede Coat is also excellent for getting adorable photos of your pup this winter! This Quilted Coat for dogs features a fashionable design- is lined with Sherpa for extra warmth- and has an easy-wear design so that you can spend more time on walks and less time getting dressed.[newline]Show & Tail's Winter Coat Collection is a staple for keeping your pup warm while looking cool! With so many styles to choose from- you are sure to find the perfect match for your perfect pet.[newline]Show & Tail is passionate about creating fun- stylish- and adorable apparel for your pet. We offer a diverse range of holiday wear- seasonal clothing- bandanas- and more.[newline]Established in 1949- Pamson has been a leading manufacturer for more than 70 years with success with importers and retailers across the globe.[newline]Product Number: SP159935,https://assets.sellers.loblaw.ca/products/all/1127/159935_1.jpg?size=274,https://www.loblaws.ca/faux-suede-dog-quilted-coat-cozy-and-fashionable-w/p/SP159935
Toys- Games & Hobbies,Car Ast C4982,7057,$1.49,,Product Number: 20098552_EA,https://assets.shop.loblaws.ca/products/20098552/b1/en/front/20098552_front_a01_@2.png,https://www.loblaws.ca/car-ast-c4982/p/20098552_EA
Toys- Games & Hobbies,SpiceBox Children's Art Kits Imagine It Handprint Art,7132,$21.99,,SpiceBox Imagine It Handprint Art Art as unique as you are! Use the special handprint stamps- colorful ink pads and paints to create cute animals and other characters. Fill up the fun scenes in the art pad with your fantastic stamped creations![newline][newline]FUN ART SUPPLIES: With the handprint stamps and ink pads included- you dont have to get your hands messy. Unless you want to- in which case the paints and paintbrush are for you![newline]LET YOUR IMAGINATION SOAR: You can make loads of characters- animals- cartoons or funny scenes in your art pad.[newline]SLIM FORMAT: This streamlined art kit comes in a sturdy box with loads of art pad pages- craft supplies and templates for creative kids on the go.[newline]STEP-BY-STEP INSTRUCTIONS: Easy-to-follow lessons with illustrated steps make it a cinch to create fun drawings![newline]COMPLETE KIT INCLUDES: 1 instruction book- 4 watercolor pan paints- drawing pad- 2 handprint stamps- 2 ink pads- 2 markers- paintbrush[newline]AGE RANGE: Recommended for children 8 years old and up[newline]Product Number: SP138841,https://assets.sellers.loblaw.ca/products/all/1217/138841_1.jpg?size=274,https://www.loblaws.ca/spicebox-children-s-art-kits-imagine-it-handprint/p/SP138841
Pet Supplies,Better Than Rawhide! Bones- BBQ Chicken- 10 Pieces,6982,$7.99,,Product Number: 21302217_EA,https://assets.shop.loblaws.ca/products/21302217/b1/en/front/21302217_front_a01_@2.png,https://www.loblaws.ca/better-than-rawhide-bones-bbq-chicken-10-pieces/p/21302217_EA
Toys- Games & Hobbies,Heartlake City Hair Salon,7133,$25.99,,Tired of your old look? Head to the Heartlake City Hair Salon for a hairdo reboot! Join LEGO Friends Emma as she visits stylist Nina for a new â€˜doâ€™. First wash her hair in the clam-shaped sink and then grab the scissors to help give her hair a trim. Share a coffee with her as she waits for her style to set. Add a bow to complete the look. It's a stylish place to hang out with your friends![newline]Product Number: 21205171_EA,https://assets.shop.loblaws.ca/products/21205171/b1/en/front/21205171_front_a01_@2.png,https://www.loblaws.ca/heartlake-city-hair-salon/p/21205171_EA
Toys- Games & Hobbies,Sparklers,7058,$2.00,,Product Number: 20035613_EA,https://assets.shop.loblaws.ca/products/20035613/b1/en/front/20035613_front_a01_@2.png,https://www.loblaws.ca/sparklers/p/20035613_EA
